premise,hypothesis,gold_label,pred_label
"And, um, I just wish that my counselor would have been more helpful to me.",I wish that my counselor would have stayed out of my business.,contradiction,neutral
Because teaching a man to fish will keep him fed for his entire life.,It is better to help a person to become self-sufficient rather than reliant on others,entailment,neutral
"But, as a British journalist might say, we should be told.",There reason for us to be informed promptly.,neutral,neutral
"Daisy is a combination of the Old English words, durges `day's' + eage `eye'.",Daisy is a person's name that comes from the name of a flower.,contradiction,neutral
"Sam Hinton's The Meaning of Scientific Names [XI,1], I have had an experience which, in true biological tradition, will probably make me mildly notorious in perpetuity.",Sam Hinton has never written a book.,contradiction,contradiction
Please call Sharyl Hamblen at 921-2049 or Kim Gattle at 921-2056 if you have any questions.,Call Sharyl or Ken if you want to talk about your donation.,contradiction,neutral
"But while the effort failed, it shows what Bin Ladin and his associates hoped to do.",All of Bin Ladin's goals and aspirations were revealed with he and his associates failed in their efforts.,neutral,neutral
"At 8:51, the controller noticed the transponder change from United 175 and tried to contact the aircraft.",The transponder code on United 175 stayed the same.,contradiction,contradiction
America is under attack.,America is fine.,contradiction,contradiction
"General Wherley translated this in military terms to flying weapons free-that is, the decision to shoot rests in the cockpit, or in this case in the cockpit of the lead pilot.","General Wherley described it in military lingo as flying weapons free, meaning that the decision to shoot rests with the headquarters.",contradiction,contradiction
"For example, the Secretary of Labor has used his or her  bully pulpit to call attention to the problem",The Labor Secretary had to use scare tactics because the people are not listening to her.,neutral,neutral
"He boarded the aircraft, asked the Secret Service about the safety of his family, and called the Vice President.","After boarding the aircraft, he asked the secret service if his family was alright, then he called the vice President.",entailment,entailment
General David Wherley-the commander of the 113th Wing-reached out to the Secret Service after hearing secondhand reports that it wanted fighters airborne.,Wherley was the commander of the 113th Wing of the Air Force.,neutral,neutral
Your contribution--large or small-- through the Annual Fund will carry us one more step toward realizing the Purdue dream for the 21st century.,Perdue will not reach its goals without your help. ,neutral,neutral
The hijacking began between 8:51 and 8:54.,Sometime between 8:51 and 8:54 the hijacking started.,entailment,entailment
"Again, thanks for your support.","Again, thank you for the monetary donations.",neutral,neutral
"In the mid-1990s, Nordstrom ran newspaper ads promising, for certain products, that if the size or color of an item the customer wished to purchase was not in stock at the store, Nordstrom would locate the desired item and mail it to the customer at no additional cost'both the item and its delivery were free.",Nordstrom ran ads in the newspaper for help with pest control during the 1980s.,contradiction,neutral
Girl Scouting benefits Parent/child relationships.,Parent and child relationships benefit from the Girl Scouts.,entailment,entailment
Yet the train trip across the country she will take at age 3 1/2 and her first day of kindergarten at age 5 may still be memorable when she is 80.,She isn't going to remember the train trip across the country.,neutral,contradiction
New initiatives in the inner-city are taking hold.,We do not have an inner-city program yet.,neutral,contradiction
"Next bend, back to silver.","Next bend, back to silver. ",entailment,entailment
I look forward to seeing your name on our membership list.,I hope you won't join our organization.,contradiction,neutral
"I was on this earth you know, I've lived on this earth for some reason, I just don't know what it is yet.",There is definitely no explanation for why I have lived on this planet. ,contradiction,contradiction
"If there is something wrong, it behooves us to get at the roots of the problem, not to flail about wildly, for only after the source of a disease has been identified can one properly investigate its cure.","Don't try to getvto the root of the problem, the answer is on the surface. ",contradiction,contradiction
Lewin had served four years as an officer in the Israeli military.,Lewin was in the Israeli military for four years as an officer.,entailment,entailment
"Well-known theories of child development'Freud's, Skinner's, Gesell's, and Piaget's, for example'provide little comfort, since dramatic shifts in favored theories have occurred since the launching of systematic study of children about 100 years ago.",Freud's theories of child development is not a well known piece of information.,contradiction,entailment
"Because he knew little about the cattle business and cared less, he never got around to branding his stock.",Branding cattle stock is vital to guarantee ownership and prevent disease.,neutral,neutral
"While his allied Islamist groups were focused on local battles, such as those in Egypt, Algeria, Bosnia, or Chechnya, Bin Ladin concentrated on attacking the far enemy-the United States.","Bin Ladin was focused on attacking the United States, the enemy far away.",entailment,entailment
Another passenger told her they were traveling northeast.,The passenger said they are going south.,contradiction,contradiction
"In the absence of information that the crash was anything other than an accident, the White House staff monitored the news as they went ahead with their regular schedules.",The staff at the White House kept an eye on the news.,entailment,entailment
"He notified his supervisor, who passed the notice up the chain of command.",The supervisor really didn't feel like passing up the notice.,neutral,neutral
"Thanks to the support United Way of Central Indiana receives from people like you, there are hundreds of stories like Cecilia's.",United Way gets no support.,contradiction,contradiction
"Um, I wanted to be closer to my family, number one, and, um, number two, I have a lot of friends coming here, which helped me a lot, and, um, I just liked the Charlotte, um, UNC Charlotte because I wanted to be a, a nurse.","I wanted to move far away from my family, so I went to Charlotte.",contradiction,contradiction
Uh she had a big garage that was separate from the house and almost bigger than the house it was almost like it was a barn.,That shed was absolutely dwarfed by the house.,contradiction,contradiction
Support at this level could assist the dental school in a variety of ways.,The dental school doesn't need any assistance.,contradiction,contradiction
Those accounts had the effect of deflecting questions about the military's capacity to obtain timely and accurate information from its own sources.,"As a result, the military faced less scrutiny about its information-gathering.",entailment,neutral
Are you going to buy any gifts for people or make anything?,Have you purchased any presents or make handmade stuff?,entailment,entailment
Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.,There aren't any camper referrals. ,contradiction,contradiction
You were called and requested additional information prior to making a pledge or gift to the law school.,"When you were called, you asked to be provided with further details before deciding whether or not to give a gift or make a pledge to the law school.",entailment,entailment
"At 9:32, a third radio transmission came over the Keep remaining sitting.",A third transmission came in at 9:32,entailment,entailment
"We uh, we would run our safety drills at the elementary school.",We were at the school.,-,entailment
"Well, he milked the cow every morning, but that day, he couldn't milk her, because the gunfire was so heavy, and because everything was falling near the house.",He could not do his daily milking because the civil war was taking place near his house.,neutral,neutral
Intelligence clearly linked the bombing to Libya's Colonel Muammar Qadhafi.,Intelligence said the bomb was linked to Libya's Qadhafi.,entailment,entailment
But the conflict did not begin on 9/11.,The conflict started long before 9/11.,entailment,contradiction
"In an intensive observational study of daily storytelling in two communities'six middle-class Chinese families in Taipei, Taiwan, and six middle-class American families in an Irish-Catholic neighborhood in Chicago'Peggy Miller and her colleagues72 found that preschoolers and their family members routinely narrated past experiences.",Peggy Miler's observational study of daily storytelling received an award.,neutral,neutral
Readiness for Narrative.,The narrative is being delivered orally.,neutral,neutral
"All of this is a minor irritation to the user, but Philip Gove wanted to save space at all costs.",Philip Gove wanted to save space.,entailment,entailment
"Na, that's the only one they told me.",They told me millions of different ones.,contradiction,neutral
"He did so because one of the brothers did not have photo identification nor could he understand English, and because the agent found both of the passengers to be suspicious.",One of the brothers couldn't understand English and didn't have a photo ID.,entailment,entailment
This machine picks up cut material from a carousel at one end and delivers finished sleeves at the other.,This machine is unable to do anything more than handle sleeves.,contradiction,contradiction
In late October a young woman librarian at the college took me to a flower-arranging exhibition.,I went to a flower-arranging exhibition in late October.,entailment,entailment
What does he do?,What is his occupation?,entailment,neutral
"And you said, How do I get this tar off of me uncle?",Did you seriously get tar on your uncle and you couldn't even figure out how to get it off?,neutral,contradiction
Bin Ladin had to tell the Libyans who had been part of his Islamic army that he could no longer protect them and that they had to leave the country.,Some Libyans chose to stay and fight with Bin Laden.,neutral,neutral
"The connotation of gifted artistic performance, however, might stem from the gypsy culture in Andalusia whose dialect, cal?? , has words like duquende (possibly from the Russian dook ) meaning `spirit or ghost,' and duquendio , meaning `maestro.",The connotation of gifted artistic performance in no way stems from the gypsy culture in Andalusia.,contradiction,contradiction
"Because, there were a lot more things.",The things were stacked on top of one another.,neutral,neutral
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence.",There was a collection of words that were about water because it was so important to those people.,neutral,neutral
That is the basis of modern sewing operations in manufacturing facilities.,This is the core of sewing operations these days.,entailment,entailment
"Although changes in how managers orchestrate production flow through the sewing room are starting to make a difference, shifts in the practices of shop-floor workers have more to do with new human resource policies than equipment.",The practice changes of shop-floor workers comes more from human resources policies.,entailment,entailment
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube.",The centering operation is crucial to make sure the fabric is cut straight.,neutral,neutral
"And companies in transformed retail-apparel-textile channels have established a complex web of computer hardware and software, other technologies, and managerial practices that have blurred the traditional boundaries between retailers and suppliers.",Companies have yet to establish any sort of web for hardware or software products.,contradiction,contradiction
"Since 1984, Indy Reads (formerly the Greater Indianapolis Literacy League) has provided tutoring to adults in Marion County reading at the very lowest level of literacy.",They are able to accommodate tutoring for those with very low levels of literacy. ,entailment,entailment
"But, then like me and my mom will talk all the time and she'll come over here and she'll like have a beer and a cigarette with me and it doesn't matter anymore!",My mom and I both like to have the same kind of beer.,neutral,neutral
So you'll go back to school if that doesn't work out?,You have a detailed backup plan which includes returning to school and majoring in business?,neutral,neutral
Your support will help them go to work.,Your support will not help to put people to work.,contradiction,contradiction
End of digression and back to MUSKRAT-KAT- Muskrat Ramble is credited to Edward  Kid  Ory and Ray Gilbert.,The Muskrat Ramble is a wrestling special event.,neutral,neutral
Futures for Children was founded over 30 years ago to provide unique solutions for positive and sustainable social change by placing children at the center of community decision-making and action.,Futures for Children was founded 10 years ago.,contradiction,contradiction
Here we will show how a decision tool can be used to make the transition from general intuition to specific decisions about (1) which products to make in each plant and (2) how to schedule the time and quantity of production for each product.,Here we are going to show how a decision tool can be useful in making the transition from intuition to specific decision.,entailment,entailment
All were convinced that anything so compelling and engrossing in the life of the young child must be profoundly significant.,Everyone believed that anything so engulfing to a child must be very important.,entailment,entailment
Then he came and we stayed on in the same place.,We were waiting for him to come over.,neutral,neutral
As the tax year draws to a close I would like to urge you to make a tax deductible contribution for the support of Women's Studies.,Hopefully you make a tax deductible contribution to support Women's Studies.,entailment,entailment
"Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.","He betrayed all his connections, and as a result, lost them all.",neutral,neutral
"He notified his supervisor, who passed the notice up the chain of command.",The notice was completely ignored by the supervisor and never reached chain of command.,contradiction,contradiction
A proportionately large number of you responded to that survey.,Overall a large percentage of you participated in our study when compared to members in other groups.,neutral,neutral
Or if they ever will at all?,Will they ever accept you at all?,neutral,neutral
hordes of giggling high school girls ...,There are a lot of giggling high school girls in the hallway.,neutral,neutral
"According to one report, Saddam Hussein's efforts at this time to rebuild relations with the Saudis and other Middle Eastern regimes led him to stay clear of Bin Ladin.",It was because of his time spent making up for past actions that Saddam Hussein did not come in contact with Bin Laden. ,neutral,neutral
Has that directive been transmitted to the aircraft?,Has radio silence been maintained?,contradiction,neutral
"The more pieces in a marker, the more effort required to make an efficient marker of a given width.",Effort needed increases exponentially with the number of pieces in a marker.,neutral,entailment
"Maggy, frightened by the booming sounds, whimpers to Deb,  Scary, Mommy.",Maggy's mom comforted Maggy during the storm.,neutral,neutral
Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.,Please make camp possible for more children by ignoring this request.,contradiction,contradiction
"Uh, how important it was to read and we're all English majors, I think that has something to do with it; my brother, sister and I are all, we're all English majors in college.",My family members are all doctors and I'm the only English major.,contradiction,neutral
"In the new competitive arena'where demand uncertainty and time to market have become important factors along with price'textile firms are being forced to adapt to information-integrated channels, rather than just drawing on the economies of scale that led to their success in the past.",Demand uncertainty is purportedly more important than time to market. ,neutral,entailment
Your gift will go beyond the holiday season.,Your gift will only last for the holidays.,contradiction,neutral
Enclosed is a pledge card and return envelope to assist you in making your tax deductible contribution.,You will need to mail the pledge card to us in order to make a tax deductible contribution.,entailment,entailment
We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,We have put in a lot of effort to the work,neutral,neutral
"And I'm gonna take the fighters from Otis, try to chase this guy down if I can find him.","""I'm going to call in the pilot fighters from Otis to try to chase this guy down to see if I can find him"". ",entailment,neutral
"But another aircraft was heading toward Washington, an aircraft about which NORAD had heard  United 93.",There were no further aircrafts heading towards Washington.,contradiction,contradiction
"In addition, its capacity to use information on the state of demand allows it to set inventory levels on a SKU basis that balances the benefits of having a product available against the costs of holding work-in-process and finished goods inventories.",Balancing  the benefits of product availability and the cost of holding in progress as well as finished goods can be computed through a mathematical model.,neutral,entailment
"Um, as a child, what did you like most about the story, as opposed to what you would like most about it now?",Did you enjoy this story at all in your life?,neutral,neutral
Such a clue for COCK might  adult male of the domestic fowl .,The word cock has dirty connotations in slang. ,neutral,neutral
Congress killed the idea.,Congress vetoed it.,entailment,entailment
"Your gift today of $25, $50, $125, $250 or more will help keep our Red Shield a strong, reputable symbol of hope -- for those we assist, as well as for those who are watching!",Your gift will go a long way to help the children under Red Shield.,neutral,neutral
"Most of the book is an A-Z listing of words that are, for the most part, sexist, but, as the author sets forth in the User's Guide,  Some words are included here because they are  Is a belly dancer always a woman?",There are 3 words in the book that are not sexist.,neutral,neutral
"At 9:32, they found one.",One was found at 9:32.,entailment,entailment
"As our consideration of Anselmo and his parents revealed, doing the task for the child severely reduces learning and self-regulation.",We did not consider Anselmo's actions revealing.,contradiction,contradiction
"I think that's one I remember, a lot because when I was in 1st grade, I was sick a lot of the year, and I was out of school a lot of the year.",I missed virtually all of 1st grade because I was sick on a regular basis during that period. ,entailment,neutral
And I think that brings a smile to God's face.,I think that brings a smile to God's face.,entailment,entailment
"This startling news prompted the mission crew commander at NEADS to take immediate control of the airspace to clear a flight path for the Langley Okay, we're going to turn it . . . crank it up.","They cleared a flight path to Langley, and the plane turned.",neutral,neutral
The Hijacking of American 77 American Airlines Flight 77 was scheduled to depart from Washington Dulles for Los Angeles at 8:10.,The plane was on time when it took off.,neutral,neutral
So that helped you learn about people that you had not necessarily met.,It didn't help them learn about people at all.,contradiction,contradiction
"Campbell held that the ancient mythologies and religions are allegorical and that there was no real distinction between gods and goddesses, who were given sexual identity when in human form only to make them more meaningful.",Ancient mythologies are literal. ,contradiction,contradiction
"The work in question offers nothing regarding language, so its review here is ancillary to the main function of VERBATIM.",Verbatim does not do book reviews.,contradiction,neutral
It would be so damn foggy you could not see the yellow line on that divided highway in front of you and we to turn left out onto this highway.,The fog did not allow us to turn right. ,neutral,entailment
And uh she had just cartons and cartons of soup labels that she had saved over the years and redeem them you know I don't know five cents a bushel so she was very practical in that regard.,She always burned soup labels in the fireplace. ,contradiction,contradiction
"Our answer to that is, we stay focused on our mission of empowerment of women and their families.",We serve more women in our programs than men.,neutral,neutral
"Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.",The shelter acted against the hijacked medevac helicopter.,neutral,neutral
"He tried the radios, first calling the aircraft directly, then the airline.","He tried talking to the pilot, then he contacted the airline.",entailment,neutral
Each award involves a tuition/fee remission and a $1000 stipend.,You can use that one thousand dollars for anything that you want. ,-,neutral
It was a very interesting experience.,"There were a lot of ups and downs, never a dull moment.",neutral,neutral
"Perhaps $100 is more to your liking or, perhaps, you would be interested in making several smaller gifts during the year.","We don't want anything from you, we just wanted to say hi. ",contradiction,neutral
"Command  Uh, that's a decision somebody's gonna have to make probably in the next ten minutes.",Nobody needs to make that decision soon.,contradiction,contradiction
Basic items also represent a major percentage of all apparel goods sold.,A large percentage of apparel goods sold are basics.,entailment,entailment
His preaching had inspired the assassination of Sadat.,Sadat was killed by his followers.,neutral,neutral
"And, um, I just wish that my counselor would have been more helpful to me.",I wish my counselor would have helped me pick better classes.,neutral,neutral
"And I remember that being, appearing to be so far in the future.",I recall it being far off in the future.,entailment,entailment
"As you know, we are in the process of building an endowment fund in graduate periodontics at Indiana University which will honor Dr. Timothy J. O'Leary, a man whose leadership played a significant role in our school and profession.",The best ever dental professor we ever had was Dr. Timothy J. O'Leary.,neutral,neutral
Consider a series of studies that examined length of maternity leave in relation to employed mothers' psychological well-being and parenting behaviors.,"The study revealed that  the shorter the maternity leave, the worse the mental health.",neutral,neutral
He cut out a square and a circle with help today.,"Today, he was able to cut out a circle and a square with some assistance.",entailment,entailment
And they are less likely to cry and more likely to use gestures and words to express their desires than are infants whose parents delayed or failed to respond to their calls for help.,Children who use gestures can be presumed deaf.,neutral,neutral
None are reported to have received a significant response.,They did not receive an answer one way or the other.,-,neutral
Or the flight attendants may just have been in their way.,There was no way possible that the flight attendants were in the way. ,contradiction,contradiction
A valuable seven-week course called COPES [Community Orientation for Expatriate Spouses] introduces the non-employed spouse to day-to-day life and opportunities in central Indiana.,COPES is a seven week course that informs and trains the non-employed spouses.,entailment,neutral
And it was nice talking to you.,I look forward to talking to you next week.,neutral,neutral
That nine minutes' notice before impact was the most the military would receive of any of the four hijackings.,"The military had no time to react, given only nine minutes at most.",entailment,entailment
6 million grant from Lilly Endowment Inc.,Lilly Endowment Inc. gave a 6 million grant.,entailment,entailment
  The correct translation is the  Yueh (or Viet)  of the  south  (as opposed to the  Yueh  who used to be just beyond present-day Shanghai).,THere is no correct translation of the south.,contradiction,contradiction
"But under rapid replenishment arrangements, the inventory risk is now assumed by the apparel manufacturer; consequently assembly time is now very important.",Rapid replenishment arrangements puts inventory risk on the vendor.,contradiction,entailment
I guess one of the other authors I like a lot uh is C.S.,I don't like any authors whose initials are C.S.,contradiction,contradiction
As if this earth in fast thick pants were breathing.,The earth is not alive.,neutral,neutral
The whole idea of such a procedure is enough to make one sweat bullets.,The procedure doesn't make anyone nervous.,contradiction,contradiction
 Do you think that's what she wants? ,Could she want something else?,neutral,neutral
One of the flights that received the warning was United 93.,Three flights in total received warnings.,neutral,neutral
I hope you'll think of Wanda and other mothers' prayers and dreams this Mother's Day.,I would like to think that the dreams and hopes of Wanda and women like her will be on your minds this Mother's Day.,entailment,entailment
"Once these manufacturing and information practices have been adopted, it should come as no surprise that they affect the performance of business units.","Once these manufacturing and information practices have been dropped, it should come as no surprise that they affect the performance of business units.",contradiction,contradiction
"During the 1980s, however, the amount of inventory held by Federated ballooned while it faced bankruptcy.","During bankruptcy, Federated held far more inventory then it did before encountering financial trouble.",entailment,neutral
"Definitely the freedom, definitely the freedom.",It was surely the freedom.,entailment,entailment
"I thought that was surely the first time I had ever seen such an obvious typographical error in, of all things, a simple title on a simple 78-rpm record.",I thought it was the first time I'd seen such an error.,entailment,entailment
"O brave new world,/ That has such people in 't. ","The world used to be a cold, cruel place.",neutral,neutral
Such a short-cycle production system adds to the cost of customized apparel.,Customized apparel has a lot of costs associated with it because it is small-scale.,neutral,neutral
"When we quote from a source document, we use its transliteration, e.g.,al Qida instead of al Qaeda.",When a source document is quoted we directly translate the scripting language into the Latin alphabet.,entailment,neutral
They had been responding to a report about an aircraft that did not exist.,The report referred to an aircraft that existed.,contradiction,contradiction
Blaring sirens and horrendous crime.,Loud sirens and terrible crime.,entailment,entailment
"And, um, I just wish that my counselor would have been more helpful to me.",I wish that my counselor would have stayed out of my business.,contradiction,neutral
That nine minutes' notice before impact was the most the military would receive of any of the four hijackings.,The military had  notice of the hijackings hours before they impacted.,contradiction,contradiction
(Points to the shell's colors) Sometimes people make jewelry out of these shells.,Some people make jewelry out of shells.,entailment,entailment
\\And you'll stay here?,Are you going to stay here?,entailment,entailment
"Captain Victor Saracini and First Officer Michael Horrocks piloted the Boeing 767, which had seven flight attendants.",There were seven flight attendants aboard the Boeing 767.,entailment,entailment
"But NEADS did not know where to send the alert fighter aircraft, and the officer directing the fighters pressed for more I don't know where I'm scrambling these guys to.",NEADS knew the exact location that the aircraft needed to go to.,contradiction,contradiction
"By 8:00 A.M. on the morning of Tuesday, September 11,2001, they had defeated all the security layers that America's civil aviation security system then had in place to prevent a hijacking.",They succeeded in penetrating the defenses of the security system.,entailment,entailment
"metapsychosis One of the finest of traps for the knowledgeable  it has nothing to do with some over-arching, society-wide psychological illness like alcoholism or jogging.",Metapsychosis and alcoholism aren't related to one another.,entailment,neutral
And the rate of textile productivity over this period far outpaced that for the manufacturing sector as a whole.,The textile industry is the most rapidly growing industry in manufacturing.,neutral,neutral
"You have a good attitude about it, though!",You're so rotten about everything.,contradiction,contradiction
"Instead, parents who warmly, but consistently and assertively, require their inhibited child to try new experiences and guide and support them in doing so actually reduce the child's physiological stress reactions, fostering a more adaptive style in the child.",Parents who require their kids to experience new things while still being kind towards them encourage their kids to be less adaptive.,contradiction,contradiction
He cut out a square and a circle with help today.,"Today, he was able to cut out a circle and a square with some assistance.",entailment,entailment
"Although self-regulation improves gradually throughout childhood and adolescence, early childhood is a crucial period for its development'a time when children learn to overcome impulses by thinking before they act.","Children learn to think before they act, therefore overcoming impulses during early childhood.",entailment,entailment
"I am happy to report that we have reached our 50 person minimum and the Class of '58 will be celebrating, as planned, at the Holiday Inn on Saturday, September 18 at 6:30.",The good news it that we will be able to party at the Holiday Inn on Sept. 18 at 6:30 due to the fact we have acquired the minimum number of attendees (50).,entailment,entailment
"Instead, in a number of cases their rulers sought to buy off local Islamist movements by ceding control of many social and educational issues.",Islamist movements would not accept bribery from rulers.,neutral,neutral
"She reported that the pilot had announced that the flight had been hijacked, and she asked her husband what she should tell the captain to do.",She said the pilot told them they'd been hijacked.,entailment,entailment
She told him to shut-up and get her a pack of cigarettes.,She very politely ask him for some smokes.,contradiction,neutral
"Would you say that um, your mom or you dad or whoever is telling the story, tells that part of the story, the, the last part when you came to the door and she saw the glow of light, would you say that they tell that part of the story more than any other part or do they tell the whole thing from beginning to end?","Do your mom or dad, when they tell the story, tell it all fully from start to finish and give pretty equal emphasis to all parts of it, or do they focus much more on the bit near the end where you approach the door and she sees the glowing light? ",entailment,entailment
"Still, the idea has caught on so well that most British newspapers now offer two crossword puzzles each day.",Most papers in Britain offer multiple crosswords.  ,entailment,entailment
"It is a game that is like fishing in a barrel, but more stimulating mentally.",There are better games than fishing.,neutral,neutral
Some family members who listened to the recording report that they can hear the voice of a loved one among the din.,Folks who listened to the tape heard their family members on it.,entailment,entailment
This statement was also incorrect.,The statement was all correct.,contradiction,contradiction
"'If it were not for the services they provide us, we older persons would not be able to get around to do our business, such as visits to doctors, grocery and drug stores.",Older people would still have transportation with out the service.,contradiction,entailment
"There's, my dad reminds me from time to time.",My dad reminds me that from time to time.,entailment,entailment
"They made up stories sometimes, my mother in particular, she made up stories.","My mother didn't make up any stories, only they did. ",contradiction,contradiction
"After an adult describes and demonstrates some activity (for example, putting a teddy bear to bed), 1-year-olds who as yet have little language can easily reproduce the main steps in correct sequence with toys.",Young children really like toys because they are fun.,neutral,neutral
Does he ever let you drive the car?,Does he ever let you ride the bike?,contradiction,contradiction
It truly was my life in high school.,That was really my high school life.,entailment,entailment
"While that has not been literally proposed (as far as I know), the fact that the men's names appear first has been used by some feminists to illustrate the manifestation of an attitude that women have had to put up with all these centuries.","That men's names appear first in our society is indicative of the attitude our society holds of women, in other societies where this is not the case, there is not a corresponding attitude. ",neutral,neutral
"It had resumed its flight to Minnesota and saw the smoke from the crash of United 93, less than two minutes after the plane went down.",The plane started to smoke two minutes after the crash.,entailment,entailment
"Together with those who were already donors, there are over 1,350 staff and faculty supporting the work of IUPUI with their gifts.","The IUPUI has no supporters, and is having trouble gaining any.",contradiction,contradiction
[From a review of Handel's Tamerlano in the  issue of Stereo Review.,Handel's Tamerlano is very popular amongst inner city youth.,neutral,neutral
"Uh, it's interesting how, uh, stories become so impressionable the younger the hearer.",Stories leave more of an impression on older people.,contradiction,entailment
"At the same time, the Sudanese regime began to change.",The Sudan regime was working to change for the better.,neutral,entailment
"They were scary, throwing a child in the oven and all that sort of thing!",The child being thrown in the pond was so silly.,contradiction,contradiction
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,The chapters are about dog breeds only.,contradiction,contradiction
Bin Ladin also began to have serious money problems.,Bin Ladin began to suffer serious money problems due to his gambling habit.,neutral,neutral
"By 1920, over half of the spinning and weaving capacity was in the South, leading industrialization there.",Most of the weaving capacity was in the South because it was close to ports.,neutral,neutral
Do you still want to be a nurse or--?,Are you still physically able to handle a nursing career?,neutral,neutral
"U.S. intelligence estimates put the total number of fighters who underwent instruction in Bin Ladin-supported camps in Afghanistan from 1996 through 9/11 at 10,000 to 20,000.",There were Bin Ladin-supported camps in Afghanistan in the late 1990s.,entailment,entailment
The knitting machine produces cloth as the loom does but uses a different method.,Cloth produced by the knitting machine was of similar quality to cloth from the loom.,neutral,neutral
"Unfortunately, these are difficult times for public institutions of higher education.",Public universities are still too expensive for students. ,neutral,neutral
These statements were incorrect as well.,The statements were completely accurate.,contradiction,contradiction
"Over time, their policies- repression, rewards, emigration, and the displacement of popular anger onto scapegoats (generally foreign)-were shaped by the desire to cling to power.",Their policies over time were driven by their thirst for power.,entailment,entailment
"Um, well, let's see, so do you think that those experiences helped you figure out the kinds of things you liked to read?",Did those experiences influence your love of television?,contradiction,contradiction
"He next spoke to Vice President Cheney, Dr. Rice, New York Governor George Pataki, and FBI Director Robert Mueller.",He spoke next to the highest members of the government.,neutral,entailment
"We use terms like Neanderthal Man, Peking Man , etc., without believing for a moment that there were no Neanderthal or Peking women (leaving aside Peking Toms).",We use terms like Neanderthal Man without believing for a moment that there were no Neanderthal women.,entailment,entailment
"If a hijack was confirmed, procedures called for the hijack coordinator on duty to contact the Pentagon's National Military Command Center (NMCC) and to ask for a military escort aircraft to follow the flight, report anything unusual, and aid search and rescue in the event of an emergency.",Once a hijacking is confirmed the Pentagon's National Military Command Center (NMCC) is supposed to be notified so they can order a military escort aircraft to follow the flight and report on anything suspicious.,entailment,entailment
Throwing up.,"She was fine, eating.",contradiction,neutral
We'd basically coasted down into town and got about 50 gallons of kerosene and pumped it in the fuel tank so that so that the fuel would actually run through the fuel lines and the bus would run.,The bus didn't need any fuel.,contradiction,contradiction
"Bin Ladin flew on a leased aircraft from Khartoum to Jalalabad, with a refueling stopover in the United Arab Emirates.","The intelligence community was not prepared for the stopover, so Bin Ladin escaped the United Arab Emirates.",neutral,neutral
"Okay, you read that from the Vice President, right?",Are you saying you received information from the Vice President?,entailment,entailment
"For example, close to 50 percent of the value of shipments for men's shirts comes from the cost of materials, while 25 percent arises from compensation costs.",90 percent of the value of shipments for men's shirts comes from compensation costs.,contradiction,neutral
"At some point between 9:16 and 9:26, Barbara Olson called her husband, Ted Olson, the solicitor general of the United States.",Barbara Olson is married to Ted Olson.,entailment,entailment
"The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control.",Bin Ladin suspected that there were hidden reasons for his invitation.,neutral,neutral
It wasn't always like that.,It has always been this way.,contradiction,neutral
Are your parents putting a lot of pressure on you?,Is the pressure from your folks stressing you out?,neutral,neutral
"Information regarding inadequate classrooms, moot court facilities, offices, the library and support service areas follow the above paragraphs.",Information about inadequate community or services is listed above. ,entailment,entailment
"These new practices'which we call lean retailing'have compelled apparel producers to reorganize the manner in which they relate to retail customers, undertake distribution, forecast and plan production, and manage their supplier relations.","Though consumers are important, the marketing for retail products is much more important.",neutral,neutral
"He worked, he's a teacher, and at that time he worked as the principal of that school, of that school, because it was a, like a high school, there was, from first (grade) to high school.","The man is a legend. He is love, he is life.",neutral,neutral
"Anyway, the studio itself was kind a dingy, it wasn't very professional.","It was a state-of-the-art, completely professional studio. ",contradiction,contradiction
"Uh, we used to sit on her back porch and uh snap uh beans or what they called doing snap beans, uh, which was really just taking green beans and snapping them into smaller pieces.",We used to snap green beans on her back porch.,entailment,entailment
They said the hijackers wielded knives and claimed to have a bomb.,The highjackers were heavily armed against passengers. ,neutral,neutral
These advancements simply would not have been available without contributions from alumni and friends of the school.,These advancements were available without any contributions.,contradiction,contradiction
What other kind of things do you do for your dad?,Your dad does not care what things you do.,neutral,contradiction
"Simply put, the less certain retailers are of the demand for their product, the more safety stock they must hold to meet consumer needs.","If a retailer is unsure of the demand for the product, they have to decrease the safety stock they are holding.",contradiction,contradiction
Go in for an extra long lunch.,Go in for an extra long lunch.,entailment,entailment
"Between 7:03 and 7:39, Saeed al Ghamdi, Ahmed al Nami, Ahmad al Haznawi, and Ziad Jarrah checked in at the United Airlines ticket counter for Flight 93, going to Los Angeles.",The three individuals had consecutive positions when lining up for the ticket counter.,neutral,neutral
"Recently, the world watched as the newest space shuttle made its maiden voyage.",The world was watching the recent space shuttle launch.,entailment,entailment
